facility_name,state,industry_sector,total_ghg_emissions_tonnes,latitude,longitude,reporting_year
Abbott Nutrition - A Division of Abbott Laboratories,VA,Other,29560.188,37.13375,-79.26404,2021
Aberdeen Generating Station,SD,Power Plants,36816.554,45.45807,-98.50242,2021
Abilene Environmental Landfill,TX,Waste,33240.5,32.523921,-99.750711,2021
Alamo Gas Plant,TX,Petroleum and Natural Gas Systems,127139.172,31.299475,-95.518054,2021
Agua Dulce,TX,Petroleum and Natural Gas Systems,286479.4628,27.747164,-97.818037,2021
Agua Dulce Compressor Station,TX,Petroleum and Natural Gas Systems,72980.286,29.76003,-95.36387,2021
Albany,GA,Petroleum and Natural Gas Systems,43335.596,31.54899,-84.248426,2021
Alexander City,AL,Petroleum and Natural Gas Systems,148595.094,33.005502,-85.899101,2021
Allen,OK,Petroleum and Natural Gas Systems,45461.488,34.866489,-96.352924,2021
Alliance Pipeline L.P. Albert Lea 25-A,MN,Petroleum and Natural Gas Systems,82559.44,43.64461,-93.15942,2021
Abilene Regional Landfill,TX,Waste,185470.75,32.534633,-99.753812,2021
Acadia Power Station,LA,Power Plants,1976825.776,30.4284,-92.4112,2021
Ackerman Combined Cycle,MS,Power Plants,1326722.057,33.38,-89.2091,2021
Acme Brick - Denton Plant,TX,Minerals,20869.272,33.188675,-97.135707,2021
Acme Brick - Texas Clay Plants,TX,Minerals,22879.764,32.166628,-96.017302,2021
Ada County Solid Waste Management,ID,Waste,104893.222,43.723526,-116.269298,2021
Addis Carbon Black Plant,LA,Chemicals,291960.0,30.3288,-91.2792,2021
AdvanSix Resins & Chemicals LLC,PA,Chemicals,164946.48,40.0067,-75.0686,2021
Advanced Magnesium Alloys Corporation,IN,Metals,323304.0,40.085371,-85.658666,2021
"Advanced Tri-Gen Power Systems, LLC",IL,Power Plants,130137.56,40.843067,-89.564148,2021
Advancion Corporation,LA,Chemicals,118714.406,32.6907,-92.0826,2021
"Aemetis Advanced Fuels Keyes, Inc.",CA,"Other,Suppliers of CO2",74282.456,37.553007,-120.916475,2021
Aera Energy 25 Hill,CA,Petroleum and Natural Gas Systems,73893.22,35.09233,-119.407371,2021
Aera Energy Alberta Finley Shale,CA,Petroleum and Natural Gas Systems,105906.152,35.22925,-119.58286,2021
Aera Energy Anderson Fitzgerald,CA,Petroleum and Natural Gas Systems,223856.156,35.299879,-119.742604,2021
Aera Energy Belridge,CA,Petroleum and Natural Gas Systems,1459910.352,35.45306,-119.719337,2021
Aera Energy Buena Fe,CA,Petroleum and Natural Gas Systems,10345.812,35.09233,-119.407371,2021
Aera Energy Calso,CA,Petroleum and Natural Gas Systems,42868.088,35.299879,-119.742604,2021
Aera Energy Coalinga,CA,Petroleum and Natural Gas Systems,167456.62,36.2459,-120.32813,2021
Aera Energy Lockwood,CA,Petroleum and Natural Gas Systems,7844.42,35.09233,-119.407371,2021
Aera Energy Lost Hills,CA,Petroleum and Natural Gas Systems,130841.108,35.299879,-119.742604,2021
Aera Energy MOCO,CA,Petroleum and Natural Gas Systems,127122.172,35.09233,-119.407371,2021
Aera Energy Metson,CA,Petroleum and Natural Gas Systems,22711.464,35.09233,-119.407371,2021
Aera Energy Penn Zier,CA,Petroleum and Natural Gas Systems,31542.332,36.2459,-120.32813,2021
Aera Energy San Ardo,CA,Petroleum and Natural Gas Systems,228639.388,35.954969,-120.864089,2021
Aera Energy Wier Gore Maxwell,CA,Petroleum and Natural Gas Systems,57457.884,35.22925,-119.58286,2021
Afton Generating Station,NM,Power Plants,281807.556,32.1134,-106.848,2021
Ag Processing Inc,IA,Other,68650.492,42.305176,-96.362271,2021
Ag Processing Inc,SD,Other,53427.648,45.474311,-98.416005,2021
"Aggregate Industries SWR, Inc. - Utelite Plant",UT,Minerals,38014.216,40.71635,-111.44104,2021
Agropur,ID,Other,32562.776,42.709612,-114.527559,2021
Agropur Inc.,WI,Other,29204.888,44.556959,-87.764596,2021
"Agropur, Inc.",SD,Other,43813.084,44.579444,-97.210556,2021
Agua Fria Generating Station,AZ,Power Plants,78217.256,33.5542,-112.2161,2021
Agua Mansa Power,CA,Power Plants,7742.672,34.0414,-117.3603,2021
Ahlstrom Mosinee LLC,WI,"Pulp and Paper,Waste",199014.65,44.7887,-89.6943,2021
Ahlstrom NA Specialty Solutions LLC,WI,Pulp and Paper,196113.616,45.6391,-89.421,2021
Ahlstrom NA Specialty Solutions LLC,WI,"Pulp and Paper,Waste",402204.84,44.2829,-88.2518,2021
Ahlstrom North America SPECIALTY SOLUTIONS,WI,Pulp and Paper,52758.682,44.44737,-88.06851,2021
Air Liquide Hydrogen Plant,WA,Chemicals,68887.4,48.467675,-122.553982,2021
Air Liquide Large Industries US - SMR,TX,Chemicals,437915.9,29.621469,-95.044198,2021
Air Products - Geismar 3 HYCO,LA,Chemicals,270671.0,30.19641,-91.01745,2021
Air Products Baytown 3 Facility,TX,Chemicals,869627.2,29.752,-94.909222,2021
Air Products H2 SMR Plant at DCRC (Unit 37),DE,Chemicals,289537.7,39.580271,-75.631114,2021
Air Products LLC - Corpus Christi,TX,Chemicals,153772.5,27.810323,-97.458049,2021
Air Products LLC - Pasadena SMR,TX,Chemicals,312547.0,29.716011,-95.200573,2021
Air Products La Porte Facility,TX,Power Plants,110559.8,29.702,-95.071,2021
Air Products Port Arthur Facility,TX,"Chemicals,Suppliers of CO2",2629539.434,29.8662,-93.97117,2021
Air Products West Coast Hydrogen - HP-1,CA,Chemicals,473077.6,38.0133042792257,-122.107964773591,2021
Air Products West coast Hydrogen - HP-2,CA,Chemicals,364780.5,38.017679580319,-122.11859261592,2021
Air Products and Chemicals - Norco SMR,LA,Chemicals,934628.6,30.0169,-90.40874,2021
Air Products and Chemicals Inc. Luling SMR Facility,LA,Chemicals,711366.6,29.93061,-90.34702,2021
Air Products and Chemicals Inc./Detroit Hydrogen Facility Marathon Refinery,MI,Chemicals,463317.0,42.28689,-83.15642,2021
"Air Products and Chemicals, Inc. - BR SMR",LA,Chemicals,738862.7,30.488192,-91.164097,2021
"Air Products and Chemicals, Inc. - Joliet, IL H2 Plant",IL,Chemicals,92081.4,41.417473,-88.216903,2021
Airgas Therapeutics LLC - Scott Medical Products,PA,"Chemicals,Industrial Gas Suppliers",3789.4,40.384845,-75.146286,2021
Akutan Seafood Processing Facility,AK,Other,46017.472,54.132189,-165.786894,2021
Alamance County Landfill,NC,Waste,127969.0,35.9306,-79.2941,2021
Alamo San Antonio Cement Plant,TX,Minerals,821900.85,29.61214,-98.375075,2021
"Alaska Village Electric Cooperative, Inc.",AK,Power Plants,31016.544,61.17697,-149.87559,2021
Albany Green Energy,GA,Power Plants,9655.652,31.443122,-84.118617,2021
"Albert Einstein College of Medicine, Inc.",NY,Other,29018.338,40.85112,-73.84435,2021
Alcoa USA Corp.,NY,Metals,291896.58,44.965835,-74.8935,2021
"Alcon Vision, LLC",TX,Chemicals,31550.832,32.65733,-97.32096,2021
Alderson Regional Landfill,OK,Waste,19149.75,34.894582,-95.686187,2021
Alex Ty Cooke Generating Station,TX,Power Plants,3553.636,33.5211,-101.7906,2021
"Alexander Orr, Jr. Water Treatment Plant",FL,Other,23080.372,25.708072,-80.336146,2021
"Algonquin Power Sanger, LLC",CA,Power Plants,66763.256,36.685049,-119.55225,2021
"Algonquin Power Windsor Locks, LLC",CT,Power Plants,97460.03,41.9227,-72.6255,2021
Allegany Generating Station,NY,Power Plants,7320.272,42.5083,-78.0661,2021
Allen,TN,Power Plants,1486097.721,35.0742,-90.1439,2021
Allen S King,MN,Power Plants,1410073.796,45.03,-92.7786,2021
Alma No. 1 Mine,WV,Other,14275.0,37.873822,-81.893448,2021
Almond Power Plant,CA,Power Plants,228459.504,37.5739,-120.9854,2021
Alon Bakersfield Refining,CA,Petroleum and Natural Gas Systems,17355.484,35.3809,-119.07242,2021
Alpaca Energy LLC,PA,Power Plants,17526.384,41.663988,-76.808492,2021
"Alpek Polyester USA, LLC Columbia Site",SC,Other,91089.008,33.866387,-81.012712,2021
"AlphaPET, Inc.",AL,Other,43348.436,34.6416,-87.05203,2021
Alpine Power Plant,MI,Power Plants,510685.344,45.063748,-84.825348,2021
Alpont LLC,OH,Chemicals,56853.104,41.65919,-83.45071,2021
Alsey Station,IL,Power Plants,31532.336,39.5697,-90.4362,2021
AltaGas Ripon Energy Inc.,CA,Power Plants,2388.792,37.7313,-121.1161,2021
"Altair Disposal Services, LLC",TX,Waste,34722.25,29.569298,-96.464242,2021
Altamont Landfill & Resource Recovery Facility,CA,Waste,153518.76,37.723116,-121.682053,2021
"Alto ICP, LLC",IL,"Other,Suppliers of CO2,Waste",171013.156,40.556501,-89.666235,2021
"Alto Pekin, LLC",IL,"Other,Suppliers of CO2,Waste",325261.986,40.555,-89.6628,2021
American Canyon Landfill,CA,Waste,41859.75,38.1809,-122.281,2021
American Crystal Sugar Company - Drayton,ND,"Minerals,Waste",342927.93,48.593129,-97.173682,2021
American Eagle,WV,Other,246935.25,38.0908,-81.5291,2021
American Soda LLC,WY,Minerals,1056633.034,41.5018,-109.758,2021
"American Sugar Refining, Inc. - Baltimore Refinery",MD,Other,100769.06,39.28023,-76.57112,2021
"American Sugar Refining, Inc. - Yonkers Refinery",NY,Other,77897.9,40.92564,-73.90465,2021
Ames,IA,Power Plants,194446.328,42.0247,-93.6069,2021
Amherst County Landfill,VA,Waste,30036.0,37.47626,-79.03557,2021
Amsted Graphite Materials LLC,WV,Other,24741.356,39.25496,-80.29091,2021
Anadarko,OK,Power Plants,256525.444,35.0847,-98.23,2021
Analog Devices Inc,MA,Other,72836.781244,45.502117,-122.824922,2021
"Analog Devices, Inc./ Wilmington Manufacturing",MA,Other,37745.480394,42.5307,-71.14958,2021
Anchor Glass Container - Plant 41,NY,Minerals,95571.344,42.120763,-76.813168,2021
Anchor Glass Container Corporation - Plant 14,GA,Minerals,53918.4,32.586745,-83.591784,2021
Anchor Glass Container Corporation - Plant 15,OK,Minerals,96362.5,35.447778,-95.962778,2021
Anchor Glass Container Corporation. - Plant 07,FL,Minerals,65762.82,30.349681,-81.712584,2021
Anchor Glass Container Corporation. - Plant 12,MN,Minerals,80913.348,44.79875,-93.46714,2021
Anchor Glass Container. - Plant 42,IN,Minerals,40847.244,39.125,-84.85545,2021
Anclote Power Plant,FL,Power Plants,1263782.516,28.1844,-82.7887,2021
Anderson Regional Landfill,SC,Waste,229978.25,34.57226,-82.4603,2021
Angus Anson,SD,Power Plants,110557.71,43.6033,-96.6369,2021
Anheuser-Busch LLC. - St. Louis Brewery,MO,"Other,Suppliers of CO2",70360.766,38.5961,-90.2128,2021
Anoka Municipal Regional Landfill,MN,Waste,31172.75,45.23715,-93.42943,2021
Anson County Waste Management Facility,NC,Waste,51909.0,34.969177,-80.165185,2021
Antelope Station,TX,Power Plants,103903.86,33.866995,-101.866362,2021
Antelope Valley,ND,Power Plants,5904569.384,47.3714,-101.8344,2021
Antero Clearwater Facility,WV,Petroleum and Natural Gas Systems,0.0,39.256088,-80.903362,2021
Arapaho,OK,Petroleum and Natural Gas Systems,25606.464,35.7481,-99.202,2021
Area 51 CGP Facility,TX,Petroleum and Natural Gas Systems,34011.682,28.651637,-98.000845,2021
Area 71 CGP Facility,TX,Petroleum and Natural Gas Systems,12313.504,28.651637,-98.000845,2021
Area 71B CGP Facility,TX,Petroleum and Natural Gas Systems,67593.376,28.9579,-97.6946,2021
Area 72 CGP Facility,TX,Petroleum and Natural Gas Systems,109999.296,28.651637,-98.000845,2021
Arkansas Loop & Simpson Treating Plants,CO,Petroleum and Natural Gas Systems,283412.128,37.0532,-107.7855,2021
Arrowhead Gas Plant,TX,Petroleum and Natural Gas Systems,86599.648,31.2403011,-103.065333,2021
Alto Compressor Station,LA,Petroleum and Natural Gas Systems,28955.706,32.3571275033521,-91.8611569467765,2021
Amber Junction Compressor Station,OK,Petroleum and Natural Gas Systems,33015.736,35.160203,-97.857536,2021
Arkoma,OK,Petroleum and Natural Gas Systems,30606.088,34.63339,-96.17768,2021
Arlington Compressor Station,WY,Petroleum and Natural Gas Systems,839.698,41.60628,-106.20608,2021
Armagh Compressor Station,PA,Petroleum and Natural Gas Systems,39929.062,40.4319,-79.085,2021
Athens,OH,Petroleum and Natural Gas Systems,78871.414,39.24099,-82.12427,2021
Atmos Energy Corporation - APT Howard,TX,Petroleum and Natural Gas Systems,66799.558,32.92548,-96.81613,2021
ANR Pipeline Blue Lake Complex Gas Storage Facility,MI,Petroleum and Natural Gas Systems,44172.9,44.8367,-84.9669,2021
Accident Station,MD,Petroleum and Natural Gas Systems,22644.624,39.633667,-79.340479,2021
Apache Station,AZ,Power Plants,1692043.998,32.0619,-109.8931,2021
Apex Generating Station,NV,Power Plants,1022418.512,36.4178,-114.9622,2021
Arapahoe Combustion Turbine Facility,CO,Power Plants,99497.932,39.6692,-105.0018,2021
Arauco North America,MI,Other,72657.752,44.5985,-84.6865,2021
"Arauco North America, Inc.",AR,Other,65509.404,34.383511,-92.725445,2021
ArcelorMittal Texas HBI,TX,Metals,738881.744,27.888611,-97.277778,2021
Archer Daniels Midland,MO,Other,29761.688,39.169552,-91.879288,2021
Archer Daniels Midland Co.,IL,"Injection of CO2,Other,Suppliers of CO2,Waste",4207231.08,39.8675,-88.885,2021
"Archer Daniels Midland Co. - Enderlin, ND",ND,"Other,Waste",28256.668,46.6137,-97.5769,2021
Arconic US LLC,NY,"Metals,Waste",7986.798,44.950425,-74.893685,2021
Arconic US LLC,PA,Metals,109530.688,40.063333,-76.320556,2021
Arconic US LLC,IA,Metals,255540.688,41.53115,-90.4682,2021
Arcosa BR LW LLC ERWINVILLLE DIV,LA,Other,0.0,30.534915,-91.418809,2021
"Arcosa LW BR, LLC Livingston DIV",AL,Other,106234.134,32.56486,-88.19967,2021
Arcosa Lightweight - Brooks Plant,KY,Minerals,48647.742,38.0381,-85.7153,2021
Arcosa Lightweight - Frazier Park,CA,Other,20957.372,34.7666,-119.0447,2021
Arcosa Lightweight Indiana,IN,Other,28929.992,39.52537,-86.37786,2021
Ardagh Glass Inc. (Bridgeton),NJ,Minerals,57000.096,39.409,-75.21958,2021
Ardagh Glass Inc. (Burlington),WI,Minerals,76372.346,42.6626,-88.2906,2021
Ardagh Glass Inc. (Dolton),IL,Minerals,87614.576,41.642117,-87.599663,2021
Ardagh Glass Inc. (Dunkirk),IN,Minerals,116830.596,40.371053,-85.198134,2021
Ardagh Glass Inc. (Henderson),NC,Minerals,79993.496,36.291066,-78.391883,2021
Ardagh Glass Inc. (Madera),CA,Minerals,78060.732,36.92375,-120.10151,2021
Ardagh Glass Inc. (Pevely),MO,Minerals,82394.996,38.29372,-90.39969,2021
Ardagh Glass Inc. (Port Allegany),PA,Minerals,65442.164,41.81787,-78.28699,2021
Ardagh Glass Inc. (Ruston),LA,Minerals,42822.336,32.543572,-92.766871,2021
Ardagh Glass Inc. (Sapulpa),OK,Minerals,96370.436,36.009924,-96.099233,2021
Ardagh Glass Inc. (Seattle),WA,Minerals,57880.736,47.551767,-122.337152,2021
Ardagh Glass Inc. (Wilson),NC,Minerals,92756.316,35.7602,-77.8826,2021
Ardagh Glass Inc. (Winchester),IN,Minerals,103113.228,40.173694,-84.971694,2021
Ardagh Glass Packaging Inc. (Houston),TX,Minerals,60547.796,29.76151,-95.25591,2021
Arecibo Landfill,PR,Waste,112354.298,18.419506,-66.736735,2021
Argos Cement LLC,FL,Minerals,1065705.7,29.690671,-82.582134,2021
Argos Cement LLC - Harleyville Plant,SC,Minerals,605607.458,33.226205,-80.452832,2021
"Argos Puerto Rico, Corp.",PR,Minerals,0.0,18.3944,-66.2976,2021
Arlington Landfill,TX,Waste,88518.05,32.80776,-97.10376,2021
Arlington Valley Energy Facility,AZ,Power Plants,938537.224,33.3417,-112.8897,2021
Armstrong Gas Plant,TX,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",18334.092,29.133889,-97.039161,2021
"Armstrong Power, LLC",PA,Power Plants,618642.012,40.6383,-79.3503,2021
Armstrong World Industries Inc,GA,Other,88655.316,32.773497,-83.6516,2021
Arnold Engineering Development Center,TN,Other,29101.336,35.383056,-86.043611,2021
Arrowhead Landfill,AL,Waste,45870.75,32.435714,-87.437716,2021
Arsenal Hill Power Plant,LA,Power Plants,1115588.816,32.5181,-93.7611,2021
Arthur Kill,NY,Power Plants,528558.29,40.5915,-74.2027,2021
Arvah B Hopkins,FL,Power Plants,618770.79,30.4522,-84.4,2021
Ascend (Decatur Plant),AL,"Chemicals,Suppliers of CO2",548899.928,34.6339,-87.0244,2021
Ascend Performance Materials LLC,FL,"Chemicals,Waste",8564794.602,30.596678,-87.251977,2021
Ash Grove Cement Company-LEAMINGTON,UT,Minerals,574942.24,39.508327,-112.262246,2021
Asheville Steam Electric Plant,NC,Power Plants,1448571.11,35.4714,-82.5431,2021
Asphalt Hawaii Kalaeloa Asphalt Terminal,HI,"Petroleum Product Suppliers,Petroleum and Natural Gas Systems",838.48,21.323561,-158.108519,2021
Astoria Gas Turbine Power,NY,Power Plants,29719.068,40.7864,-73.9133,2021
Astoria Generating Station,NY,Power Plants,460292.31,40.7869,-73.9122,2021
Astoria Station,SD,Power Plants,145831.66,44.580121408708,-96.5614106003509,2021
Athens Generating Company,NY,Power Plants,694687.976,42.2728,-73.8492,2021
"Athens-Hocking Landfill, Inc.",OH,Waste,125374.0,39.45634,-82.279142,2021
Atkinson County - S.R. 50 MSW Landfill,GA,Waste,48572.75,31.33676,-83.03276,2021
Atlas Sand Kermit,TX,Other,54852.044,31.9459903835627,-103.009422789116,2021
Atlas Sand Monahans,TX,Other,49864.712,31.8113034146526,-103.073080593196,2021
Attala Generating Plant,MS,Power Plants,955896.656,33.0142,-89.6758,2021
Aucilla Area Solid Waste Facility,FL,Waste,55113.0,30.4607,-83.6085,2021
Audrain Power Plant,MO,Power Plants,27200.5,39.3092,-91.5369,2021
"Auria Albemarle, LLC",NC,Other,200.8,35.3982,-80.20477,2021
Auriga Polymers Inc.,SC,Other,100233.572,35.027817,-81.87896,2021
Aurora Ethanol Complex,NE,Other,137952.08,40.86801,-98.0364,2021
Aurora Generating Station,IL,Power Plants,422403.684,41.8151,-88.2265,2021
Aurubis Buffalo Inc.,NY,Metals,31910.78,42.94765,-78.89284,2021
Avago Technologies,CO,Other,125323.092167,40.5236,-105.02021,2021
Avient Protective Materials,NC,Other,10117.912,35.65739,-77.35402,2021
Avon Lake Power Plant,OH,Power Plants,775834.892,41.5042,-82.05,2021
Aztalan Bio LLC,WI,"Other,Suppliers of CO2",1630.944,43.035135,-88.791556,2021
"B BRAUN MEDICAL, INC",CA,Chemicals,54743.644,33.6878,-117.8379,2021
BACKRIDGE LANDFILL,MO,Waste,20860.5,40.0161,-91.5217,2021
BADGER CREEK LIMITED,CA,Power Plants,7686.672,35.44735,-119.08652,2021
BADGER STATE ETHANOL,WI,"Other,Suppliers of CO2,Waste",107382.344,42.5949,-89.66691,2021
BADLANDS SANITARY LANDFILL,CA,Waste,88809.25,33.9541,-117.1168,2021
BAKERSFIELD METROPOLITAN SANITARY LANDFILL,CA,Waste,48483.5,35.422469,-118.708138,2021
BALDWIN COUNTY SOLID WASTE,AL,Waste,257335.75,30.443309,-87.774276,2021
BALL STATE UNIVERSITY,IN,Other,22713.752,40.19765,-85.40893,2021
BARROW UTILITIES & ELECTRIC,AK,Power Plants,43016.688,71.292071,-156.77847,2021
BARSTOW SANITARY LANDFILL,CA,Waste,43847.3,34.837222,-117.017655,2021
BARTHOLOMEW CO LANDFILL,IN,Waste,19097.75,39.224811,-85.800619,2021
BARTHOLOMEW COUNTY LANDFILL II,IN,Waste,74356.85,39.134761,-85.93343,2021
BARTON COUNTY SANITARY LANDFILL,KS,Waste,36826.25,38.4082,-98.7054,2021
BASF BEAUMONT AGRO PLANT,TX,Chemicals,56132.988,29.971389,-94.053333,2021
BASF CORP - GEISMAR SITE,LA,Chemicals,887918.196,30.1979,-91.0035,2021
BASF CORP - PASADENA PLANT,TX,Chemicals,51448.456,29.731639,-95.152083,2021
BASF CORP ATTAPULGUS OPS,GA,Minerals,98109.98,30.738055,-84.49394,2021
BASF CORP SAVANNAH OPERATIONS,GA,Minerals,42450.84,32.078611,-81.054444,2021
BASF CORPORATION,MO,Chemicals,139758.324,39.834118,-91.436791,2021
BASF CORPORATION,AL,Chemicals,67801.844,31.2789,-88.0043,2021
BASF Corporation,MI,Chemicals,35763.216,42.219195,-83.14674,2021
BASF Corporation,GA,Other,52670.252,32.890393,-83.344945,2021
BASF Corporation,GA,Other,178001.48,32.852745,-83.232553,2021
BASF FREEPORT SITE,TX,Chemicals,607041.996,29.002075,-95.399777,2021
BASF TOTALEnergies PETROCHEMICALS LLC,TX,Chemicals,2061018.43,29.951649,-93.887272,2021
BASIC AMERICAN FOODS,ID,Other,25351.604,43.374351,-112.127595,2021
BASIC AMERICAN FOODS,ID,Other,64684.156,43.201211,-112.382433,2021
BATTLE CREEK LANDFILL,VA,Waste,60800.05,38.622463,-78.586795,2021
"Atlantis, MMS Platform ID 02481, Complex ID 1223-1",LA,Petroleum and Natural Gas Systems,229317.008,27.19545638,-90.02698449,2021
"BA A 133 B, C-AUX, E (Complex ID # 10249)",TX,Petroleum and Natural Gas Systems,251.246,27.835135,-96.013057,2021
BETA OCS PARCELS,CA,Petroleum and Natural Gas Systems,44128.736,33.576,-118.1232,2021
Aux Sable Midstream - Palermo Conditioning Plant,ND,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",10337.914,48.301166,-102.220966,2021
"BARGATH, INC.- PARACHUTE",CO,"Petroleum and Natural Gas Systems,Suppliers of CO2",248415.398,39.487297,-108.111356,2021
BCE-Mach III Midstream Holdings LLC - Lincoln Gas Plant,OK,Petroleum and Natural Gas Systems,51565.558,35.999,-97.8069,2021
BECKVILLE GAS PROCESSING PLANT,TX,Petroleum and Natural Gas Systems,80891.148,32.235649,-94.486066,2021
BENEDUM GAS PLANT,TX,Petroleum and Natural Gas Systems,249657.22,31.362088,-101.77962,2021
BKV Midstream - Cotton Cove,TX,"Petroleum and Natural Gas Systems,Suppliers of CO2",38728.22,32.907723,-97.465856,2021
BLOCK 31 GAS PLANT,TX,Petroleum and Natural Gas Systems,90664.362,31.6467,-102.52869,2021
BLOOMFIELD CMP STN,NM,Petroleum and Natural Gas Systems,33348.634,36.43421,-107.56535,2021
BAYER CROPSCIENCE,MO,Chemicals,42468.184,39.122417,-94.474833,2021
BAYTOWN LANDFILL,TX,Waste,45112.5,29.680398,-94.930647,2021
BAYVIEW LANDFILL,UT,Waste,97146.7,39.95249,-111.95619,2021
BEACON HEATING,MI,Power Plants,100300.224,42.33811,-83.04382,2021
BEAR MOUNTAIN LIMITED,CA,Power Plants,25146.556,35.44735,-119.08652,2021
BEAUMONT POLYETHYLENE PLANT,TX,Other,64521.062,30.063707,-94.218396,2021
BEECH HOLLOW SANITARY LANDFILL *,OH,Waste,326802.55,39.12929,-82.465678,2021
BEECHER LANDFILL,IL,Waste,3448.0,41.384838,-87.637077,2021
BELLEFIELD BOILER PLANT,PA,Power Plants,55806.14,40.442121,-79.949221,2021
BENTELER Steel Tube Manufacturing Corp,LA,Metals,28113.244,32.34033,-93.60773,2021
BENTONITE PERFORMANCE MINERALS LLC LOVELL,WY,Other,39397.07,44.82434,-108.14365,2021
BENTONITE PERFORMANCE MINERALS-COLONY,SD,Other,24326.176,44.68109,-103.8518,2021
BERKELEY COUNTY LANDFILL,SC,Waste,56124.5,33.113872,-80.028486,2021
BERNICE LAKE,AK,Power Plants,2482.24,60.696944,-151.379166,2021
BF GOODRICH TIRE MANUFACTURING,IN,Other,30150.182,41.136194,-84.905111,2021
BI-COUNTY SOLID WASTE MANAGEMENT SYSTEMS,TN,Waste,145347.75,36.538,-87.54235,2021
BIG RIVER LANDFILL,MS,Waste,149010.25,33.3955,-90.90665,2021
BIG RIVER RESOURCES GALVA LLC,IL,Other,177209.332,41.169691,-90.024473,2021
BIG RIVER RESOURCES WEST BURLINGTON LLC,IA,Other,154479.468,40.83081,-91.220681,2021
BIG RIVER UNITED ENERGY LLC,IA,Other,169761.76,42.4872,-91.1633,2021
BIG RUN LANDFILL,KY,Waste,350027.5,38.37327,-82.75861,2021
BIG SPRING REFINERY,TX,"Petroleum Product Suppliers,Refineries,Waste",710450.844,32.269104,-101.417673,2021
BIG WEST OIL LLC,UT,"Petroleum Product Suppliers,Refineries",265656.848,40.838386,-111.921443,2021
BIGFOOT RUN LANDFILL,OH,Waste,8513.5,39.36463,-84.168816,2021
BILLINGS CITY LANDFILL,MT,Waste,132607.25,45.722949,-108.543015,2021
BIOGEN INC,MA,Chemicals,29388.44,42.36608,-71.08513,2021
BIOKYOWA,MO,Other,22417.516,37.239722,-89.600278,2021
"BIRLA CARBON USA, Inc.",KS,Chemicals,118958.808,37.54355,-101.19905,2021
BKK Corporation,CA,Waste,293641.5,34.036441,-117.902294,2021
BLACK HAWK COUNTY SANITARY LANDFILL,IA,Waste,167365.25,42.41399,-92.32887,2021
BLACK OAK LANDFILL,MO,Waste,130676.75,37.2413,-92.4584,2021
BLACK WARRIOR SOLID WASTE DISPOSAL AUHORITY,AL,Waste,452070.25,33.244875,-87.651615,2021
BLACKBURN SANITARY LANDFILL,NC,Waste,91678.576,35.60606,-81.30738,2021
BLUE RIDGE LANDFILL,TX,Waste,317433.25,29.55444,-95.45111,2021
BLUE RIDGE RECYCLING & DISPOSAL FACILITY,KY,Waste,11032.25,37.71186,-83.97614,2021
